PlantNumber,ProcessingDate,TimePoint,CodeDate,Lane,Treatment,MilkType,APC,CVTA
3,4/13/2022,Beginning,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,1.30E+03
3,4/13/2022,Beginning,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,2,Intervention,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,1.50E+03
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,TNTC
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,3,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,TNTC
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,TNTC
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,4.20E+02
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,Beginning,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,TNTC
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,3.40E+02
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,4.40E+04
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,TNTC
3,4/13/2022,End,4/30/2022,4,Control,Fat Free Chocolate,TNTC,BDL
3,,Beginning,,LINE,,Fat Free Chocolate,TNTC,2.00E+02
3,,End,,LINE,,Fat Free Chocolate,TNTC,5.80E+02
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,1.00E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,2.80E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,2.20E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,1.80E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,2.40E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,2.80E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,6.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,1.20E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,8.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,1.60E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,1.00E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,2.00E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,1.80E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,TNTC,TNTC
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,2.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,TNTC,TNTC
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,6.20E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,1.20E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,4.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,2.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,1.80E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,1.60E+02,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,6.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,6.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,1,Control,Fat Free White,2.00E+02,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,1.00E+05,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,1.10E+05,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,2.20E+03,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,1.70E+05,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,1.00E+05,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,1.10E+05,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,1,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,2.40E+02,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,8.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,5.20E+02,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,4.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,1.20E+02,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,1.40E+02,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,8.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,1.40E+02,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,1.00E+02,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,6.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,1.00E+02,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,2.30E+03,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,6.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,1.40E+02,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,1.60E+02,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,8.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,5.20E+03,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,1.00E+02,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,8.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,1.20E+02,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,4.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,2.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,1.40E+02,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,1.20E+02,BDL
2,4/15/2022,Beginning,5/2/2022,2,Control,Fat Free White,2.60E+02,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,5.00E+04,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,1.20E+04,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,1.60E+04,8.00E+01
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,2,Control,1% Chocolate,TNTC,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,1.80E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,1.20E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,3.00E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,8.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,8.20E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,2.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,1.00E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,2.00E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,8.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,1.60E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,6.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,1.00E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,8.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,8.00E+01,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,6.60E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,1.00E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,3.60E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,1.40E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,3.00E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,1.20E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,2.00E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,1.70E+03,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,3.00E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,2.90E+02,BDL
2,4/15/2022,Beginning,5/2/2022,3,Intervention,Fat Free White,1.60E+02,BDL
2,4/15/2022,End,5/2/2022,3,Intervention,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,3,Intervention,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,3,Intervention,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,3,Intervention,1% Chocolate,TNTC,BDL
2,4/15/2022,End,5/2/2022,3,Intervention,1% Chocolate,TNTC,BDL
