plantName,product,milkType,size,dateProcessed,year,dilution,greaterThanLessThan,SPC,countability,flavorScore
US Dairy Plant AI,Core,Skim,qt,11/1/2016,2016,2,,1300000,,7.6
US Dairy Plant BP,Core,Skim,½ Gallon,10/26/2016,2016,5,,420000000,,3
US Dairy Plant I,Core,Skim,½ Gallon,1/9/2017,2017,0,,150,E,8.6
US Dairy Plant I,Single Serve,Skim,½ Pint,1/9/2017,2017,0,,480,,7.7
US Dairy Plant Q,Core,Skim,qt,1/9/2017,2017,0,,52000,,8.1
US Dairy Plant Q,Single Serve,Skim,½ Pint,1/9/2017,2017,0,,720,,8.4
US Dairy Plant AF,Core,Skim,½ Gallon,1/9/2017,2017,0,>,400000,E,8.7
US Dairy Plant AD,Core,Skim,½ Gallon,1/10/2017,2017,0,,20,E,8.6
US Dairy Plant AL,Core,Skim,½ Gallon,1/7/2017,2017,0,,2200,,6.8
US Dairy Plant B,Core,Skim,½ Gallon,2/6/2017,2017,0,,100,E,6.9
US Dairy Plant BL,Core,Skim,½ Gallon,2/7/2017,2017,0,,270,E,8.9
US Dairy Plant D,Core,Skim,½ Gallon,2/8/2017,2017,0,,12000,,9.1
US Dairy Plant BX ,Core,Skim,½ Gallon,2/6/2017,2017,0,,1600,,9
US Dairy Plant BJ,Core,Skim,½ Gallon,3/13/2017,2017,0,,500,,8.8
US Dairy Plant BJ,Single Serve,Skim,½ Pint,3/14/2017,2017,0,,320,E,8.8
US Dairy Plant U,Core,Skim,½ Gallon,3/21/2017,2017,0,,10,E,8.6
US Dairy Plant U,Single Serve,Skim,½ Pint,3/21/2017,2017,0,,220,E,8.6
US Dairy Plant F,Core,Skim,½ Gallon,4/9/2017,2017,0,>,400000,E,8.9
US Dairy Plant A,Core,Skim,½ Gallon,5/15/2017,2017,2,,4600000,,7.3
US Dairy Plant A,Single Serve,Skim,½ Pint,5/15/2017,2017,0,,100,E,8.2
US Dairy Plant AE,Core,Skim,½ Gallon,5/16/2017,2017,0,,260,E,9.4
US Dairy Plant AE,Single Serve,Skim,½ Pint,5/16/2017,2017,0,,330,E,9.3
US Dairy Plant BK,Core,Skim,½ Gallon,5/15/2017,2017,2,,1100000,,9.3
US Dairy Plant AI,Core,Skim,qt,5/15/2017,2017,4,,1000000000,,0
US Dairy Plant N,Core,Skim,½ Gallon,5/15/2017,2017,0,,240,E,9
US Dairy Plant I,Core,Skim,½ Gallon,7/10/2017,2017,0,,270,E,9.2
US Dairy Plant I,Single Serve,Skim,½ Pint,7/10/2017,2017,0,,270,E,8.8
US Dairy Plant AD,Core,Skim,½ Gallon,7/11/2017,2017,0,,110,E,9.1
US Dairy Plant D,Core,Skim,½ Gallon,7/12/2017,2017,4,,210000000,,1.4
US Dairy Plant BX ,Core,Skim,½ Gallon,7/10/2017,2017,3,,13000000,,7.7
US Dairy Plant B,Core,Skim,½ Gallon,8/7/2017,2017,1,,820,E,9.1
US Dairy Plant Q,Core,Skim,qt,8/7/2017,2017,0,,12000,,9.2
US Dairy Plant AE,Core,Skim,½ Gallon,8/29/2017,2017,0,,18000,,7.2
US Dairy Plant AE,Single Serve,Skim,½ Pint,8/29/2017,2017,2,,7800000,,7.2
US Dairy Plant F,Core,Skim,½ Gallon,8/31/2017,2017,0,,5400,,8.8
US Dairy Plant U,Core,Skim,½ Gallon,8/29/2017,2017,0,,30,E,9
US Dairy Plant U,Single Serve,Skim,½ Pint,8/29/2017,2017,0,,10,E,9.3
US Dairy Plant BK,Core,Skim,½ Gallon,9/5/2017,2017,0,,220,E,9.2
US Dairy Plant BJ,Core,Skim,½ Gallon,9/25/2017,2017,0,>,400000,E,8.5
US Dairy Plant BJ,Single Serve,Skim,½ Pint,9/25/2017,2017,0,,2200,,7.9
US Dairy Plant AF,Core,Skim,½ Gallon,9/25/2017,2017,0,,230,E,8.4
US Dairy Plant BL,Core,Skim,½ Gallon,9/25/2017,2017,0,,1100,,8.2
US Dairy Plant N,Core,Skim,½ Gallon,10/23/2017,2017,2,,1000000,,4.9
US Dairy Plant N,Single Serve,Skim,½ Pint,10/23/2017,2017,3,>,400000000,E,6.4
US Dairy Plant A,Core,Skim,½ Gallon,10/23/2017,2017,0,,120000,,8.6
US Dairy Plant A,Single Serve,Skim,½ Pint,10/23/2017,2017,0,,3100,,8.5
US Dairy Plant AL,Core,Skim,½ Gallon,10/21/2017,2017,3,,520000,,4.8
US Dairy Plant W,Core,Skim,½ Gallon,10/21/2017,2017,2,,1100000,,9.1
US Dairy Plant W,Single Serve,Skim,½ Pint,10/23/2017,2017,5,,830000000,,0.7
US Dairy Plant I,Core,1%,½ Gallon,1/7/2013,2013,,,280,E,8.2
US Dairy Plant Q,Core,1%,½ Gallon,1/7/2013,2013,,,340,E,8.3
US Dairy Plant H,Core,1%,½ Gallon,2/3/2013,2013,,,530000000,,5.2
US Dairy Plant W,Core,1%,½ Gallon,2/4/2013,2013,,,370000000,,6.6
US Dairy Plant F,Core,1%,½ Gallon,2/3/2013,2013,,,1200,,8.4
US Dairy Plant BL,Core,1%,½ Gallon,2/25/2013,2013,,,450000000,,3
US Dairy Plant XXXX,Core,1%,½ Gallon,2/26/2013,2013,,,2100000000,,1.5
US Dairy Plant BJ,Core,1%,½ Gallon,3/18/2013,2013,,,230000000,,7.8
US Dairy Plant AF,Core,1%,½ Gallon,3/18/2013,2013,,,15000,,7.7
US Dairy Plant AD,Core,1%,½ Gallon,3/18/2013,2013,,,10000,,8.4
US Dairy Plant BS,Core,1%,½ Gallon,3/18/2013,2013,,,330,E,8.7
US Dairy Plant N,Core,1%,½ Gallon,4/22/2013,2013,,,290,E,8.4
US Dairy Plant B,Core,1%,½ Gallon,4/23/2013,2013,,,27000,,8
US Dairy Plant AH,Core,1%,½ Gallon,4/22/2013,2013,,,17000000000,,0
US Dairy Plant Z,Core,1%,½ Gallon,4/22/2013,2013,,,44000,,8.7
US Dairy Plant A,Core,1%,½ Gallon,4/23/2013,2013,,,190000000,,0
US Dairy Plant I,Core,1%,½ Gallon,8/12/2013,2013,2,,310,E,8.4
US Dairy Plant Q,Core,1%,½ Gallon,8/10/2013,2013,2,,740,E,8.7
US Dairy Plant H,Core,1%,½ Gallon,9/8/2013,2013,3,,15000,,8.6
US Dairy Plant F,Core,1%,½ Gallon,9/9/2013,2013,0,,63,E,8.4
US Dairy Plant N,Core,1%,½ Gallon,10/7/2013,2013,2,,1000,,8.7
US Dairy Plant BL,Core,1%,½ Gallon,10/7/2013,2013,2,,19000,,9
US Dairy Plant B,Core,1%,½ Gallon,10/7/2013,2013,0,,1100,,9
US Dairy Plant XXXX,Core,1%,½ Gallon,10/7/2013,2013,5,,120000000,,0
US Dairy Plant AH,Core,1%,½ Gallon,10/28/2013,2013,2,,3000,,8.8
US Dairy Plant Z,Core,1%,½ Gallon,10/26/2013,2013,2,,6300,,8.9
US Dairy Plant A,Core,1%,½ Gallon,10/28/2013,2013,0,,550,,9.1
US Dairy Plant AE,Core,1%,½ Gallon,1/6/2014,2014,4,,41000000,,8
US Dairy Plant BJ,Core,1%,½ Gallon,1/6/2014,2014,0,,460,,9
US Dairy Plant AF,Core,1%,½ Gallon,1/6/2014,2014,0,,8900,,8.6
US Dairy Plant AD,Core,1%,½ Gallon,1/6/2014,2014,0,,220,E,9.2
US Dairy Plant BS,Core,1%,½ Gallon,1/6/2014,2014,0,,2600,,8.8
US Dairy Plant BS,Single Serve,1%,½ Pint,1/6/2014,2014,0,,9700,,7.6
US Dairy Plant I,Core,1%,½ Gallon,2/3/2014,2014,0,,3300,,8.6
US Dairy Plant Q,Core,1%,½ Gallon,2/1/2014,2014,0,,910,,8.8
US Dairy Plant H,Core,1%,½ Gallon,3/9/2014,2014,0,,51000,,9
US Dairy Plant W,Core,1%,½ Gallon,3/10/2014,2014,2,,23000000,,5.8
US Dairy Plant F,Core,1%,½ Gallon,3/10/2014,2014,5,,83000000,,8.7
US Dairy Plant N,Core,1%,½ Gallon,4/14/2014,2014,0,,290,E,8.8
US Dairy Plant BL,Core,1%,½ Gallon,4/14/2014,2014,0,,4200,,9.1
US Dairy Plant B,Core,1%,½ Gallon,4/14/2014,2014,0,,870,,9.2
US Dairy Plant AH,Core,1%,½ Gallon,5/19/2014,2014,5,,150000000,,8
US Dairy Plant A,Core,1%,½ Gallon,5/19/2014,2014,0,,780,,8.7
US Dairy Plant AF,Core,1%,½ Gallon,7/7/2014,2014,,,670,,9
US Dairy Plant AD,Core,1%,½ Gallon,7/7/2014,2014,,,11000,,9.1
US Dairy Plant I,Core,1%,½ Gallon,8/18/2014,2014,0,,51,E,8.4
US Dairy Plant Q,Core,1%,½ Gallon,8/18/2014,2014,1,,820,E,8.1
US Dairy Plant N,Core,1%,½ Gallon,9/8/2014,2014,0,,41,E,8.8
US Dairy Plant BL,Core,1%,½ Gallon,9/9/2014,2014,0,,1400,,8.8
US Dairy Plant B,Core,1%,½ Gallon,9/8/2014,2014,0,,760,,8.8
US Dairy Plant XXXX,Core,1%,½ Gallon,9/8/2014,2014,5,,3100000000,,1.6
US Dairy Plant W,Core,1%,½ Gallon,10/7/2014,2014,0,,1700,,8.8
US Dairy Plant F,Core,1%,½ Gallon,10/6/2014,2014,0,>,400000,E,3.9
US Dairy Plant AH,Core,1%,½ Gallon,10/27/2014,2014,2,,450000,,9.1
US Dairy Plant A,Core,1%,½ Gallon,10/27/2014,2014,0,,1400,,9.1
US Dairy Plant AE,Core,1%,½ Gallon,1/3/2015,2015,0,,140,E,9.2
US Dairy Plant AE,Single Serve,1%,½ Pint,1/5/2015,2015,2,,4900000,,8.8
US Dairy Plant BJ,Core,1%,½ Gallon,1/5/2015,2015,0,,4200,,9.2
US Dairy Plant AF,Core,1%,½ Gallon,1/5/2015,2015,0,,160,E,9.3
US Dairy Plant AD,Core,1%,½ Gallon,1/5/2015,2015,0,,51,E,9.2
US Dairy Plant I,Core,1%,½ Gallon,2/2/2015,2015,0,,90,E,9.2
US Dairy Plant Q,Core,1%,½ Gallon,2/2/2015,2015,0,,1100,,8.6
US Dairy Plant BL,Core,1%,½ Gallon,2/24/2015,2015,0,,290,E,8.2
US Dairy Plant B,Core,1%,½ Gallon,2/23/2015,2015,0,,940,,9.1
US Dairy Plant F,Core,1%,½ Gallon,2/23/2015,2015,0,,4200,,9.1
US Dairy Plant N,Core,1%,½ Gallon,4/6/2015,2015,0,,8600,,9.1
US Dairy Plant H,Core,1%,½ Gallon,4/4/2015,2015,0,,260,E,9.2
US Dairy Plant W,Core,1%,½ Gallon,4/6/2015,2015,2,,10000000,,8.7
US Dairy Plant AE,Core,1%,½ Gallon,7/14/2015,2015,0,,600,,9
US Dairy Plant BJ,Core,1%,½ Gallon,7/13/2015,2015,0,,1700,,9.2
US Dairy Plant AF,Core,1%,½ Gallon,7/13/2015,2015,4,,270000000,,8.3
US Dairy Plant AD,Core,1%,½ Gallon,7/14/2015,2015,0,,270,E,9.1
US Dairy Plant I,Core,1%,½ Gallon,8/3/2015,2015,4,,580000000,,0
US Dairy Plant Q,Core,1%,½ Gallon,8/3/2015,2015,4,,200000000,,0.4
US Dairy Plant N,Core,1%,½ Gallon,9/15/2015,2015,0,,24000,,9
US Dairy Plant BL,Core,1%,½ Gallon,9/14/2015,2015,0,,46000,,8.1
US Dairy Plant B,Core,1%,½ Gallon,9/15/2015,2015,0,,970,,9
US Dairy Plant H,Core,1%,½ Gallon,10/5/2015,2015,5,,1900000000,,0
US Dairy Plant W,Core,1%,½ Gallon,10/5/2015,2015,3,,52000000,,2.2
US Dairy Plant F,Core,1%,½ Gallon,10/5/2015,2015,3,,66000000,,8.4
US Dairy Plant AH,Core,1%,½ Gallon,10/26/2015,2015,2,,1900000,,9.3
US Dairy Plant A,Core,1%,½ Gallon,10/26/2015,2015,5,,1100000000,,4.9
US Dairy Plant BJ,Core,1%,½ Gallon,1/11/2016,2016,0,,3500,,9.3
US Dairy Plant AF,Core,1%,½ Gallon,1/11/2016,2016,4,,160000000,,8.8
US Dairy Plant AD,Core,1%,½ Gallon,1/12/2016,2016,0,,8600,,9.4
US Dairy Plant AE,Core,1%,½ Gallon,1/18/2016,2016,0,,82,E,9
US Dairy Plant I,Core,1%,½ Gallon,2/8/2016,2016,0,,400,,9.1
US Dairy Plant Q,Core,1%,qt,2/8/2016,2016,0,,450,,9.1
US Dairy Plant N,Core,1%,½ Gallon,3/15/2016,2016,0,,170,E,9.1
US Dairy Plant BL,Core,1%,½ Gallon,3/14/2016,2016,4,,240000000,,0.9
US Dairy Plant B,Core,1%,½ Gallon,3/14/2016,2016,0,,680,,9
US Dairy Plant H,Core,1%,qt,4/17/2016,2016,5,,1200000000,,0.5
US Dairy Plant W,Core,1%,½ Gallon,4/18/2016,2016,5,,1300000000,,1.8
US Dairy Plant F,Core,1%,½ Gallon,4/18/2016,2016,0,<,10,E,7.8
US Dairy Plant AH,Core,1%,½ Gallon,5/23/2016,2016,5,,860000000,,0.6
US Dairy Plant A,Core,1%,½ Gallon,5/24/2016,2016,0,,3600,,8.8
US Dairy Plant I,Core,1%,½ Gallon,7/11/2016,2016,0,,6400,,7.8
US Dairy Plant F,Core,1%,½ Gallon,8/8/2016,2016,0,,1600,,8.8
US Dairy Plant A,Core,1%,½ Gallon,8/29/2016,2016,0,,300,E,9.5
US Dairy Plant BJ,Core,1%,½ Gallon,8/29/2016,2016,0,,390,E,9.2
US Dairy Plant AD,Core,1%,½ Gallon,8/30/2016,2016,0,,480,,9.4
US Dairy Plant W,Core,1%,½ Gallon,8/29/2016,2016,3,,69000000,,1.7
US Dairy Plant B,Core,1%,½ Gallon,9/26/2016,2016,3,,93000000,,1.4
US Dairy Plant Q,Core,1%,qt,9/26/2016,2016,4,,640000000,,3.4
US Dairy Plant AF,Core,1%,½ Gallon,9/26/2016,2016,0,,6500,,8
US Dairy Plant BL,Core,1%,½ Gallon,10/24/2016,2016,0,,1900,,8.7
US Dairy Plant N,Core,1%,½ Gallon,10/24/2016,2016,0,,360,E,7.5
US Dairy Plant AE,Core,1%,½ Gallon,10/25/2016,2016,2,,5700000,,8.6
US Dairy Plant I,Core,1%,½ Gallon,1/9/2017,2017,0,,820,,8.5
US Dairy Plant Q,Core,1%,qt,1/9/2017,2017,0,,1600,,9.1
US Dairy Plant AF,Core,1%,½ Gallon,1/9/2017,2017,0,,390,E,8.5
US Dairy Plant AD,Core,1%,½ Gallon,1/10/2017,2017,0,,380,E,9.2
US Dairy Plant B,Core,1%,½ Gallon,2/6/2017,2017,3,,2400000,,0
US Dairy Plant BL,Core,1%,½ Gallon,2/7/2017,2017,2,>,40000000,E,4.6
US Dairy Plant BJ,Core,1%,½ Gallon,3/13/2017,2017,0,,12000,,9.3
US Dairy Plant F,Core,1%,½ Gallon,4/9/2017,2017,3,,170000000,,0.5
US Dairy Plant H,Core,1%,½ Gallon,4/10/2017,2017,3,,120000000,,0
US Dairy Plant A,Core,1%,½ Gallon,5/15/2017,2017,2,,11000,E,9.2
US Dairy Plant A,Single Serve,1%,½ Pint,5/15/2017,2017,0,,2200,,8.8
US Dairy Plant AE,Core,1%,½ Gallon,5/16/2017,2017,0,,280,E,8.5
US Dairy Plant AE,Single Serve,1%,½ Pint,5/16/2017,2017,4,,210000000,,7.2
US Dairy Plant N,Core,1%,½ Gallon,5/15/2017,2017,0,,33000,,8.8
US Dairy Plant N,Single Serve,1%,½ Pint,5/15/2017,2017,3,,56000000,,4.7
US Dairy Plant I,Core,1%,½ Gallon,7/10/2017,2017,0,,420,,9.2
US Dairy Plant AD,Core,1%,½ Gallon,7/11/2017,2017,0,,130,E,9.5
US Dairy Plant H,Core,1%,½ Gallon,7/10/2017,2017,3,,28000000,,2.2
US Dairy Plant B,Core,1%,½ Gallon,8/7/2017,2017,0,,10,E,9.5
US Dairy Plant Q,Core,1%,qt,8/7/2017,2017,0,,540,,9.4
US Dairy Plant AE,Core,1%,½ Gallon,8/29/2017,2017,2,,14000,E,9.2
US Dairy Plant AE,Single Serve,1%,½ Pint,8/29/2017,2017,4,,29000000,,8.7
US Dairy Plant F,Core,1%,½ Gallon,8/31/2017,2017,0,,20000,,9.1
US Dairy Plant BJ,Core,1%,½ Gallon,9/25/2017,2017,0,,290,E,9.1
US Dairy Plant BJ,Single Serve,1%,½ Pint,9/25/2017,2017,0,,23000,,9.2
US Dairy Plant AF,Core,1%,½ Gallon,9/25/2017,2017,0,,220,E,8.9
US Dairy Plant BL,Core,1%,½ Gallon,9/25/2017,2017,1,,400,E,9.4
US Dairy Plant N,Core,1%,½ Gallon,10/23/2017,2017,0,,100,E,9.1
US Dairy Plant A,Core,1%,½ Gallon,10/23/2017,2017,0,,130,E,9.4
US Dairy Plant A,Single Serve,1%,½ Pint,10/23/2017,2017,0,,12000,,8.8
US Dairy Plant W,Core,1%,½ Gallon,10/23/2017,2017,4,,72000000,,2.6
US Dairy Plant BO,Core,CL,½ Gallon,2/4/2013,2013,,<,2000,E,7.6
US Dairy Plant H,Core,CL,½ Gallon,2/3/2013,2013,,,250000000,,5.2
US Dairy Plant AQ,Core,CL,½ Gallon,2/5/2013,2013,,,41,E,6.4
US Dairy Plant BM,Core,CL,½ Gallon,1/30/2013,2013,,<,10,E,6.6
US Dairy Plant BM,Core,CL,½ Gallon,1/30/2013,2013,,<,10,E,6.8
US Dairy Plant BT,Core,CL,½ Gallon,8/12/2013,2013,0,,6,SE,6.6
US Dairy Plant BM,Core,CL,½ Gallon,9/9/2013,2013,2,,1200,,5.5
US Dairy Plant H,Core,CL,½ Gallon,9/8/2013,2013,2,,360000,,8.6
US Dairy Plant BO,Core,CL,½ Gallon,9/12/2013,2013,4,,2000000,,6.9
US Dairy Plant BO,Core,CL,½ Gallon,9/10/2013,2013,2,,3100,,8.8
US Dairy Plant BT,Core,CL,½ Gallon,2/4/2014,2014,0,,10,E,7
US Dairy Plant BM,Core,CL,½ Gallon,3/11/2014,2014,0,,10,E,5.5
US Dairy Plant H,Core,CL,½ Gallon,3/9/2014,2014,4,,150000000,E,2.2
US Dairy Plant AQ,Core,CL,qt,3/10/2014,2014,5,,390000000,,7.4
US Dairy Plant BN,Core,CL,½ Gallon,3/10/2014,2014,0,,150000,,6.4
US Dairy Plant BR,Core,CL,½ Gallon,3/6/2014,2014,0,,11000,,6.1
US Dairy Plant BO,Core,CL,½ Gallon,5/16/2014,2014,0,,110,SE,6
US Dairy Plant BM,Core,CL,½ Gallon,9/3/2014,2014,3,,56000000,,8.4
US Dairy Plant H,Core,CL,½ Gallon,10/6/2014,2014,4,,120000000,,0
US Dairy Plant AQ,Core,CL,½ Gallon,10/6/2014,2014,0,,910,,8.6
US Dairy Plant BN,Core,CL,½ Gallon,10/8/2014,2014,0,,250,E,7.5
US Dairy Plant BO,Core,CL,½ Gallon,10/9/2014,2014,0,,1700,,6.3
US Dairy Plant BQ,Core,CL,½ Gallon,10/25/2014,2014,4,,230000000,,6.2
US Dairy Plant BM,Core,CL,½ Gallon,2/24/2015,2015,0,<,10,E,6.8
US Dairy Plant H,Core,CL,½ Gallon,4/4/2015,2015,0,,51,E,9.1
US Dairy Plant AQ,Core,CL,½ Gallon,4/7/2015,2015,4,,320000000,,0.7
US Dairy Plant BN,Core,CL,½ Gallon,4/7/2015,2015,0,,41,E,7.4
US Dairy Plant BO,Core,CL,½ Gallon,4/9/2015,2015,0,,10,E,8.2
US Dairy Plant BM,Core,CL,½ Gallon,9/15/2015,2015,0,,170,E,6.5
US Dairy Plant BO,Core,CL,½ Gallon,9/14/2015,2015,0,<,10,E,5.8
US Dairy Plant H,Core,CL,½ Gallon,10/5/2015,2015,0,,100000,,8
US Dairy Plant AQ,Core,CL,½ Gallon,10/5/2015,2015,0,,17000,,7.2
US Dairy Plant BN,Core,CL,½ Gallon,10/6/2015,2015,0,,41,E,7.5
US Dairy Plant BP,Core,CL,½ Gallon,10/6/2015,2015,4,,440000000,,0
US Dairy Plant BQ,Core,CL,½ Gallon,10/27/2015,2015,0,,170,E,9.2
US Dairy Plant BM,Core,CL,½ Gallon,3/15/2016,2016,3,,10000,M,6
US Dairy Plant BO,Core,CL,½ Gallon,3/14/2016,2016,0,,92,E,0
US Dairy Plant H,Core,CL,½ Gallon,4/17/2016,2016,5,,9200000000,,0
US Dairy Plant BN,Core,CL,½ Gallon,4/19/2016,2016,0,,20,E,0
US Dairy Plant AQ,Core,CL,½ Gallon,4/19/2016,2016,2,,990000,,3.4
US Dairy Plant BQ,Core,CL,½ Gallon,5/21/2016,2016,0,,950,,5.6
US Dairy Plant BP,Core,CL,½ Gallon,5/23/2016,2016,0,,130,SE,4
US Dairy Plant H,Core,CL,½ Gallon,7/11/2016,2016,3,,9700000,,8.4
US Dairy Plant AQ,Core,CL,½ Gallon,7/12/2016,2016,2,,1200000,,7.6
US Dairy Plant BM,Core,CL,½ Gallon,8/9/2016,2016,0,,1800,,7.1
US Dairy Plant BO,Core,CL,½ Gallon,8/31/2016,2016,0,,20,E,8.5
US Dairy Plant BQ,Core,CL,½ Gallon,8/28/2016,2016,3,,200000000,,4.7
US Dairy Plant BN,Core,CL,½ Gallon,10/17/2016,2016,0,,390,E,7.2
US Dairy Plant BP,Core,CL,½ Gallon,10/25/2016,2016,3,,78000000,,0
US Dairy Plant AQ,Core,CL,½ Gallon,2/7/2017,2017,3,,23000000,,4.9
US Dairy Plant BO,Core,CL,½ Gallon,3/9/2017,2017,0,,1600,,7.1
US Dairy Plant BR,Core,CL,½ Gallon,3/8/2017,2017,2,,19000000,,5.8
US Dairy Plant H,Core,CL,½ Gallon,4/10/2017,2017,3,,2900000,,8.8
US Dairy Plant BN,Core,CL,½ Gallon,4/11/2017,2017,0,,92,E,8.5
US Dairy Plant BM,Core,CL,½ Gallon,4/11/2017,2017,0,,120,E,7.6
US Dairy Plant BP,Core,CL,½ Gallon,4/12/2017,2017,4,,220000000,,5.9
US Dairy Plant H,Core,CL,½ Gallon,7/10/2017,2017,0,,22000,,9.1
US Dairy Plant BN,Core,CL,½ Gallon,8/7/2017,2017,2,,620000,,9.2
US Dairy Plant BM,Core,CL,½ Gallon,8/7/2017,2017,0,,9600,,6.8
US Dairy Plant BP,Core,CL,½ Gallon,9/26/2017,2017,0,,2500,,8.6
US Dairy Plant BP,Core,CL,½ Gallon,9/22/2017,2017,3,,41000000,,8.8
US Dairy Plant BO,Core,CL,½ Gallon,10/23/2017,2017,0,,1000,,8.9
US Dairy Plant AQ,Core,1% CL,½ Gallon,3/10/2014,2014,3,,82000,E,8.1
US Dairy Plant H,Core,1% CL,½ Gallon,10/5/2014,2014,0,,18000,,8.5
US Dairy Plant AQ,Core,1% CL,½ Gallon,10/6/2014,2014,0,,1100,,8
US Dairy Plant AQ,Core,1% CL,½ Gallon,4/7/2015,2015,0,,40000,,6.8
US Dairy Plant AQ,Core,1% CL,½ Gallon,10/5/2015,2015,3,,18000000,,6.9
US Dairy Plant AQ,Core,1% CL,½ Gallon,4/19/2016,2016,2,,12000000,,7.2
US Dairy Plant H,Core,1% CL,½ Gallon,7/11/2016,2016,2,,3300000,,8.3
US Dairy Plant AQ,Core,1% CL,½ Gallon,7/12/2016,2016,6,,11000000000,,0
US Dairy Plant AQ,Core,1% CL,½ Gallon,2/7/2017,2017,0,,69000,,7.7
US Dairy Plant BX ,Core,1.50%,½ Gallon,2/6/2017,2017,3,<,10000,E,9.5
US Dairy Plant AQ,Core,Skim CL,½ Gallon,2/5/2013,2013,,,800,,0
US Dairy Plant AQ,Core,Skim CL,½ Gallon,3/10/2014,2014,0,,8300,,7.7
US Dairy Plant H,Core,Skim CL,½ Gallon,10/6/2014,2014,5,,840000000,,0.5
US Dairy Plant AQ,Core,Skim CL,½ Gallon,10/6/2014,2014,0,,11000,,7
US Dairy Plant AQ,Core,Skim CL,½ Gallon,4/7/2015,2015,5,,3400000000,,0.7
US Dairy Plant AQ,Core,Skim CL,½ Gallon,10/5/2015,2015,0,,88000,,7.3
US Dairy Plant H,Core,Skim CL,½ Gallon,4/17/2016,2016,5,,1000000000,,0
US Dairy Plant AQ,Core,Skim CL,½ Gallon,4/19/2016,2016,3,,7800000,,7.4
US Dairy Plant H,Core,Skim CL,½ Gallon,7/11/2016,2016,3,,25000000,,7.5
US Dairy Plant AQ,Core,Skim CL,½ Gallon,7/12/2016,2016,2,>,40000000,E,0
US Dairy Plant AQ,Core,Skim CL,½ Gallon,2/7/2017,2017,5,,2500000000,,2.7
US Dairy Plant H,Core,Skim CL,½ Gallon,4/10/2017,2017,3,,75000000,,2.5
US Dairy Plant H,Core,Skim CL,½ Gallon,7/10/2017,2017,3,,11000000,,6.9
